text,label
455, I thought said numbers ? someone lied,0
456, pitiful ! reason economy soaring office president trump get rid pen phone regulations ! legacy shattered knows speeches democrats message  vote republican november ! ,0
457,  never ! ! everything color public safety concern would MORE GUN CONTROL e.g assault rifles ,0
458, rich OG follower..i   fans follow first hardly ever tweeted..so u get honors,0
459, fund raising dinner party 's oligarchs stories ripping old soviet union pieces personal gain light bulb moment many brexit lucrative endeavor,0
460, antifa types might even show sort like mini-g donybrooke ? ,0
461,  charts overall fuck cardi got ways go catch niki,1
462, think missed replies im conference call anti jihadi muslim vets know would disagree gun control seems odd ... ?,1
463, look racist white liberals freaking I said tom arnold white privileged,1
464, hubby rushed *shakes fist* flick pic thru evening I feed em way still boss,1
465, reinforce fact much gutter,0
466, OMG ! ! ! ! really ! ! ! frankoz ... liberals ruins everything ... defundpbs..,1
467, lies top lies antifa democrats way,0
468, ca n't lump small l liberal conservatives far right nutbags ... ...,0
469, wow ! ! ! never thought I 'd see left actually admitting want shut free speech unless 's least admitting facist create  facist groups ... ANTIFA KKK,1
470, rip lmao knows  's I 'm trying hard expose shits since ca n't never relate anyway,1
471, bullshit ! ! !,1
472, non-citizens looking free ride backs american taxpayer liberals looking votes 's like pyramid need bring new people bottom support top,0
473, bono gone dark side ..globalism,0
474, I feel pretty fucked cuz I started fine,1
475, 's ten commandments ? '' '',0
476, definitely better previous administration.. I still believe sane people vote head wallet many closet republicans chips voteredtosaveamerica ignore MSM KAG MAGA ,0
477, excellent idea intelligent relentless,0
478, awful,1
479, I n't know anything kkk although I believe democrats fund like always I think dems main terror group days antifa,1
480, liberal MP leona alleslev  decision cross floor amp join conservatives would seem betrayal supporters consult voted ? seemingly  legal ? imagine dougford decided cross floor amp become liberal premier  ,0
481, modern conservatives n't bright A lot founding fathers slave-owners wanted end slavery US principles far nuanced granular modern conservative principles shallow principles withstand test time,0
482, absolutely useless everyone knows except media,1
483, OHIO make sure get jim renacci elected senate america let 's MAGA together -,0
484, anyone care dirtbag says ? ? ?,1
485, NOT A SNOWBALLS CHANCE IN HELL DIMWIT DEM start taking losing like man ... ..err ... like ... .uhm ? whatever identify today WE WILL MAGA NOT TIRED OF WINNING SEE YOU IN NOVEMBER FOR THE REDWAVERISING YOU CA N'T STOP scotuskavenaugh,1
486, 're asking liberals use reason logic look people suffering collective psychosis almost  yrs get crazier hour educated elite '' batsht crazy sheep/foot soldiers likely certifiable beyond help,0
487, guess knows much like watching  go figure great night brett !,0
488, hope serves beacon liberals feel way ... .there must ... I hope 's them..there must morals conscience,0
489, I hope voters UK  forget shambles made lack leadership left us doldrums betrayed voted leave rest UK brexitbritain,0
490, hopefully obesity catches,1
491, I think one higher portion sidewalk,0
492,  conservatives afraid weed think make love black people,0
493, shhhh proud u,0
494, could n't care less either one,0
495, stoned wheat crackers ! hell put stoned wheat crackers ?,1
496, remember OK OK. tcot ccot MAGA KAG qanon walkaway WWGWGA kavanaugh,0
497, fordnation onpoli conservatives conservative onpc n't mean great power comes great responsibility invoking art  overriding judicial processes 're overriding democracy,1
498, common sense gun control '' would indicate looney leftists possession firearms safety '',0
499, I n't really thought since I really worship aesir though lots people like use vanir arguments examples modern liberals saying race mixing instance theologically n't recognize much different tribes though,0
500, thank fortitude perseverance please give mcconnell kick butt us conservatives,1
501,  six year-old tweet account I n't control referencing previous time slot  refers bloomberg 's call gun control mine michael bloomberg,0
502, exactly anna ! full,0
503, hi energized idiot ! I  believe  surfaced ,0
504, get another disgrace,0
505, YESSSSSHHHHH else call shitgull ryme ,1
506, I want make clear I n't think gun control '' answer people looking far gun violence concerned I find people focus mental health bullying schools want address root problem '',0
507, 's active instagram lately dropping album sometime year,0
508, makes realize good words bad PC crowd keeps toned,0
509,  one  kooky  liberals,1
510, like  get fired ESPN,1
511, I n't understand 's racist tho..,0
512,  real problem,0
513, students traumatised live shooter drills distracted fear killed school already best send YOUR kid one schools might get action gun control hypocrite,1
514, poor sad liberals hope,1
515, I got common sense followers,1
516, CBS sez CEO leslie moonves ' ass several allegations chasing ass ... COO joseph iannello interim CEO somebody accuses thing ... 'shit ' never ends ... ooops ...,1
517, sorry much bs get article read,0
518, 're absolutely insane think hearing supreme court judge appropriate place mourning father talk gun control n't enact laws ... .he upholds demanded state senator shake hand,0
519, ATTENTION ! publicizing ANTIFA TARGET list comprised trump supporters ' names high profile names MANY random everyday trump supporters twitter NOT suspended account check lists '' '',0
520, even devil make every single one priests rape children ... pope refuse condemn ? n't remove leadership rapist brought ?,1
521, I like tweets ! maybe focused consolidating sending fewer I miss many leave open new liberal fascist movement antifa ? '' '',0
522, I  tweet lol I needa get twitter shit,1
523, hates,0
524, hypocrisy nevertrump movement exposed hate trump thumbs vile policies anti abortion SCOTUS pick liberals claim allies boggles mind,0
525,  yes are.. ,0
526, ok say less im ready whenever,0
527, k dong,0
528, ur screwed trump owns scotus exact wrath upon enemies midterms,1
529, one cares gold digging possibly illegal recordings,0
530, mean  see antifa ?,0
531, HAUL YOUR FAT ASS IN HARMS WAY YOU DRUGGIE ! ! !,1
532, believing women,0
533, yup hahaha cute,0
534, knows  deny fair exchange - based recent past interactions conservatives - speaks poor ratings,0
535, I really think going GOOOOOOOOOOOOD,0
536, need unity grow voices ... ... ... libs seem band together much better right ... ... ..FOLLOW ALL MAGA patriots please ! ! ! ,0
537, trump MAGA | jack dorsey credit openly acknowledged culture within company hostile conservatives question going ? '' | '',0
538, victim let  hear blood test since perpetrator shape ?,0
539, cheating gets !,0
540, look lovely ! flotusrocks MAGA ,0
541, sorry right wingers   look kaepernick sales 'bump ' nike 's earnings next week  nikead boycottnfl boycottnike maga,0
542, n't reform '' ? getting trump free particular famous people exchange attention policies worse '',0
543, IT 'S FUCKING TIME ! !,0
544,  % correct,0
545, anyone say write anything suppose tomorrow says prophet human race needs follow tell ? I see someone useless moron I stop giving attention brother nobody,1
546, say ? I guess 's liberals use called white power '' gesture,0
547, hahaha telling stfu ? hurt ,0
548, loool   half jamaican  ? resonate african culture ? I know rest african  I  feel strong representation anyone caribbean able share thoughts caribbean carnival ,0
549, definitely living outside DC I  get book amazon VA two weeks becaus  back ordered first print  M copies !,0
550, cool blind idiot god '' concept already real thing religion thousands years old peopl ehave make fucking cthulhu reference retard cred '',1
551,   ...  ALL MAGA ... .as dear friend says million followers buy  FACT,0
552, tourist holiday parents place sticker pole turkey parents ate restaurant call support,0
553, delirious !,1
554, possible ? brady gave california A+ rating gun control,0
555, I love using platform something positive meaningful.. ,0
556, rezz dumb bitch get rude awakening BNF mexico lol,1
557, alert candace owens attacked antifa,1
558, breibart=comic section !,0
559, got beat WWE ... .take another knee,0
560, I n't think,0
561, another dumbass democrat one thing say president  lazy another bullshit story usual,1
562, tenet american justice system ... accompanies liberals GUILTY UNTIL PROVEN INNOCENT ! '',0
563, thank secretary pompeo hard work ! sir true patriot ! god bless america ! MAGA,0
564, FBI hotbed liberals leftists ? ? ? ?  brian dennehy,0
565, robyn posts selfie world stops moment appreciate,1
566, democrats desperate ppl threatening sen collins CA anything delay halt confirmation re-election line desperate ppl amp GOP quite aware going,1
567, flake ? flake wants someone amp heard stand senate race !,0
568, ROMY OMFG IM SOOO GLAD I MET YOU TOO BFF FOR LIFE ! YOU ARE THE BEST I LOVE TALKING TO YOU,0
569, moves forward damn facts long keep narrative ! dangerous line sliding scale line bunch liberal idiots use vilify conservatives justify actions liberals,1
